code	primaryCategory	secondaryCategory
J-YLICL	EXP. TREATMENT,NSCHD	Occupation
J-YY083	EXP. TREATMENT,NSCHD	Occupation
J-A1010	EXP. TREATMENT,NSCHD	Occupation
T-00010	EXP. TREATMENT,NSCHD	Topography
T-51000	EXP. TREATMENT,NSCHD	Topography
P-YY149	EXP. TREATMENT,NSCHD	Procedure
J-YPROP	EXP. TREATMENT,NSCHD	Occupation
J-YY137	EXP. TREATMENT,NSCHD	Occupation
T-21000	EXP. TREATMENT,NSCHD	Topography
P-YY101	EXP. TREATMENT,NSCHD	Procedure
P-Y3301	EXP. TREATMENT,NSCHD	Procedure
P-12766	EXP. TREATMENT,NSCHD	Procedure
P-YY157	EXP. TREATMENT,NSCHD	Procedure
J-C1DF1	EXP. TREATMENT,NSCHD	Occupation
T-YY470	EXP. TREATMENT,NSCHD	Topography
T-89000	EXP. TREATMENT,NSCHD	Topography
T-X2080	EXP. TREATMENT,NSCHD	Topography
T-15555	EXP. TREATMENT,NSCHD	Topography
F-60800	EXP. TREATMENT,NSCHD	Function
P-1278I	EXP. TREATMENT,NSCHD	Procedure
P-12000	EXP. TREATMENT,NSCHD	Procedure
J-HPYLO	EXP. TREATMENT,NSCHD	Occupation
J-EY225	EXP. TREATMENT,NSCHD	Occupation
T-63000	EXP. TREATMENT,NSCHD	Topography
P-YY104	EXP. TREATMENT,NSCHD	Procedure
P-12X20	EXP. TREATMENT,NSCHD	Procedure
P-07030	EXP. TREATMENT,NSCHD	Procedure
P-91300	EXP. TREATMENT,NSCHD	Procedure
J-YY147	EXP. TREATMENT,NSCHD	Occupation
T-D2000	EXP. TREATMENT,NSCHD	Topography
T-14700	EXP. TREATMENT,NSCHD	Topography
T-Y1000	EXP. TREATMENT,NSCHD	Topography
F-12X20	EXP. TREATMENT,NSCHD	Function
F-YYSID	EXP. TREATMENT,NSCHD	Function
P-YY103	EXP. TREATMENT,NSCHD	Procedure
P-YY106	EXP. TREATMENT,NSCHD	Procedure
J-YY149	EXP. TREATMENT,NSCHD	Occupation
J-YY134	EXP. TREATMENT,NSCHD	Occupation
J-YY136	EXP. TREATMENT,NSCHD	Occupation
J-A1580	EXP. TREATMENT,NSCHD	Occupation
T-Y1200	EXP. TREATMENT,NSCHD	Topography
M-YY024	EXP. TREATMENT,NSCHD	Morphology
F-YYCRI	EXP. TREATMENT,NSCHD	Function
F-YY017	EXP. TREATMENT,NSCHD	Function
F-YYBID	EXP. TREATMENT,NSCHD	Function
P-09000	EXP. TREATMENT,NSCHD	Procedure
J-KEMED	EXP. TREATMENT,NSCHD	Occupation
J-YY129	EXP. TREATMENT,NSCHD	Occupation
J-MNVAC	EXP. TREATMENT,NSCHD	Occupation
T-YY890	EXP. TREATMENT,NSCHD	Topography
T-Y9100	EXP. TREATMENT,NSCHD	Topography
T-Y8104	EXP. TREATMENT,NSCHD	Topography
E-YY225	EXP. TREATMENT,NSCHD	Etiology
P-A9058	EXP. TREATMENT,NSCHD	Procedure
P-YY110	EXP. TREATMENT,NSCHD	Procedure
P-YY145	EXP. TREATMENT,NSCHD	Procedure
P-YY015	EXP. TREATMENT,NSCHD	Procedure
P-1C118	EXP. TREATMENT,NSCHD	Procedure
J-87271	EXP. TREATMENT,NSCHD	Occupation
J-YY216	EXP. TREATMENT,NSCHD	Occupation
T-51000	EXP. TREATMENT,SCHED	Topography
E-84360	EXP. TREATMENT,SCHED	Etiology
E-86142	EXP. TREATMENT,SCHED	Etiology
E-71870	EXP. TREATMENT,SCHED	Etiology
E-72420	EXP. TREATMENT,SCHED	Etiology
E-X0220	EXP. TREATMENT,SCHED	Etiology
E-YY045	EXP. TREATMENT,SCHED	Etiology
E-72500	EXP. TREATMENT,SCHED	Etiology
E-81820	EXP. TREATMENT,SCHED	Etiology
P-YY103	EXP. TREATMENT,SCHED	Procedure
E-76030	EXP. TREATMENT,SCHED	Etiology
E-76980	EXP. TREATMENT,SCHED	Etiology
P-YY104	EXP. TREATMENT,SCHED	Procedure
P-YY110	EXP. TREATMENT,SCHED	Procedure
T-03000	EXP. TREATMENT,SCHED	Topography
T-21000	EXP. TREATMENT,SCHED	Topography
E-71990	EXP. TREATMENT,SCHED	Etiology
E-86141	EXP. TREATMENT,SCHED	Etiology
T-YY011	EXP. TREATMENT,SCHED	Topography
E-85360	EXP. TREATMENT,SCHED	Etiology
P-Y3301	EXP. TREATMENT,SCHED	Procedure
P-YY105	EXP. TREATMENT,SCHED	Procedure
J-C1388	EXP. TREATMENT,SCHED	Occupation
T-YY012	EXP. TREATMENT,SCHED	Topography
P-YY103	LONGTERM TREATMENT	Procedure
P-YY104	LONGTERM TREATMENT	Procedure
J-C1DF0	LONGTERM TREATMENT	Occupation
J-D4089	LONGTERM TREATMENT	Occupation
J-YY062	LONGTERM TREATMENT	Occupation
J-YYCEL	LONGTERM TREATMENT	Occupation
P-Y3301	LONGTERM TREATMENT	Procedure
P-YY109	LONGTERM TREATMENT	Procedure
J-05116	LONGTERM TREATMENT	Occupation
J-YY154	LONGTERM TREATMENT	Occupation
J-YO237	LONGTERM TREATMENT	Occupation
J-7255E	LONGTERM TREATMENT	Occupation
T-Y4400	MICROBIOLOGY	Topography
T-YY007	MICROBIOLOGY	Topography
T-56000	MICROBIOLOGY	Topography
T-X6000	MICROBIOLOGY	Topography
T-08000	MICROBIOLOGY	Topography
T-Y8700	MICROBIOLOGY	Topography
T-71000	MICROBIOLOGY	Topography
T-D4010	MICROBIOLOGY	Topography
T-63000	MICROBIOLOGY	Topography
T-YY886	MICROBIOLOGY	Topography
T-67100	MICROBIOLOGY	Topography
T-01400	MICROBIOLOGY	Topography
T-01414	MICROBIOLOGY	Topography
T-27000	MICROBIOLOGY	Topography
T-51000	MICROBIOLOGY	Topography
T-YY878	MICROBIOLOGY	Topography
T-YY893	MICROBIOLOGY	Topography
T-11101	MICROBIOLOGY	Topography
T-Y8800	MICROBIOLOGY	Topography
T-04010	MICROBIOLOGY	Topography
T-YY505	MICROBIOLOGY	Topography
T-X1400	MICROBIOLOGY	Topography
T-79400	MICROBIOLOGY	Topography
T-08160	MICROBIOLOGY	Topography
T-14420	MICROBIOLOGY	Topography
T-08710	MICROBIOLOGY	Topography
T-Y7000	MICROBIOLOGY	Topography
T-Y9110	MICROBIOLOGY	Topography
T-50500	MICROBIOLOGY	Topography
T-Y6000	MICROBIOLOGY	Topography
T-12750	MICROBIOLOGY	Topography
T-08711	MICROBIOLOGY	Topography
T-28800	MICROBIOLOGY	Topography
T-Y2110	MICROBIOLOGY	Topography
T-YY509	MICROBIOLOGY	Topography
T-67960	MICROBIOLOGY	Topography
T-Y9720	MICROBIOLOGY	Topography
E-15220	MICROBIOLOGY	Etiology
E-11000	MICROBIOLOGY	Etiology
E-40410	MICROBIOLOGY	Etiology
E-25420	MICROBIOLOGY	Etiology
E-15970	MICROBIOLOGY	Etiology
E-44820	MICROBIOLOGY	Etiology
E-71870	MICROBIOLOGY	Etiology
E-16900	MICROBIOLOGY	Etiology
E-YY184	MICROBIOLOGY	Etiology
E-25000	MICROBIOLOGY	Etiology
E-12700	MICROBIOLOGY	Etiology
E-44570	MICROBIOLOGY	Etiology
E-25100	MICROBIOLOGY	Etiology
E-45970	MICROBIOLOGY	Etiology
E-15920	MICROBIOLOGY	Etiology
E-72090	MICROBIOLOGY	Etiology
E-72620	MICROBIOLOGY	Etiology
E-YY274	MICROBIOLOGY	Etiology
E-YY217	MICROBIOLOGY	Etiology
F-YY003	MICROBIOLOGY	Function
P-Y0010	MICROBIOLOGY	Procedure
T-88100	MICROBIOLOGY	Topography
T-Y9700	MICROBIOLOGY	Topography
T-YY005	MICROBIOLOGY	Topography
T-Y0100	MICROBIOLOGY	Topography
T-32000	MICROBIOLOGY	Topography
T-6X100	MICROBIOLOGY	Topography
T-65200	MICROBIOLOGY	Topography
T-54940	MICROBIOLOGY	Topography
T-X2400	MICROBIOLOGY	Topography
T-2Y700	MICROBIOLOGY	Topography
T-52200	MICROBIOLOGY	Topography
T-26000	MICROBIOLOGY	Topography
T-04000	MICROBIOLOGY	Topography
T-XY000	MICROBIOLOGY	Topography
T-6Y109	MICROBIOLOGY	Topography
T-65960	MICROBIOLOGY	Topography
T-Y9400	MICROBIOLOGY	Topography
T-Y9220	MICROBIOLOGY	Topography
T-40300	MICROBIOLOGY	Topography
T-11760	MICROBIOLOGY	Topography
T-60110	MICROBIOLOGY	Topography
T-Y9600	MICROBIOLOGY	Topography
T-Y8720	MICROBIOLOGY	Topography
T-1Y000	MICROBIOLOGY	Topography
T-46420	MICROBIOLOGY	Topography
T-65600	MICROBIOLOGY	Topography
T-Y8104	MICROBIOLOGY	Topography
T-Y1700	MICROBIOLOGY	Topography
T-32400	MICROBIOLOGY	Topography
T-Y9710	MICROBIOLOGY	Topography
T-79100	MICROBIOLOGY	Topography
T-Y9120	MICROBIOLOGY	Topography
T-71300	MICROBIOLOGY	Topography
T-2Y600	MICROBIOLOGY	Topography
T-XY020	MICROBIOLOGY	Topography
M-14310	MICROBIOLOGY	Morphology
E-YY058	MICROBIOLOGY	Etiology
E-YY015	MICROBIOLOGY	Etiology
E-YY017	MICROBIOLOGY	Etiology
E-72330	MICROBIOLOGY	Etiology
E-16523	MICROBIOLOGY	Etiology
E-15950	MICROBIOLOGY	Etiology
E-YY270	MICROBIOLOGY	Etiology
E-15850	MICROBIOLOGY	Etiology
E-16800	MICROBIOLOGY	Etiology
E-1F301	MICROBIOLOGY	Etiology
E-YY001	MICROBIOLOGY	Etiology
E-15860	MICROBIOLOGY	Etiology
E-16522	MICROBIOLOGY	Etiology
E-11400	MICROBIOLOGY	Etiology
E-15680	MICROBIOLOGY	Etiology
E-22320	MICROBIOLOGY	Etiology
E-70130	MICROBIOLOGY	Etiology
E-25340	MICROBIOLOGY	Etiology
E-YY266	MICROBIOLOGY	Etiology
E-43222	MICROBIOLOGY	Etiology
F-Y0280	MICROBIOLOGY	Function
P-34150	MICROBIOLOGY	Procedure
P-YY005	MICROBIOLOGY	Procedure
P-YY104	MICROBIOLOGY	Procedure
P-YY047	MICROBIOLOGY	Procedure
P-YYY01	MICROBIOLOGY	Procedure
J-52B52	MICROBIOLOGY	Occupation
J-YY004	MICROBIOLOGY	Occupation
T-6Y101	MICROBIOLOGY	Topography
T-0X000	MICROBIOLOGY	Topography
T-28000	MICROBIOLOGY	Topography
T-6Y040	MICROBIOLOGY	Topography
T-64000	MICROBIOLOGY	Topography
T-41740	MICROBIOLOGY	Topography
T-YY883	MICROBIOLOGY	Topography
T-60000	MICROBIOLOGY	Topography
T-65100	MICROBIOLOGY	Topography
T-Y7010	MICROBIOLOGY	Topography
T-76000	MICROBIOLOGY	Topography
T-29200	MICROBIOLOGY	Topography
T-Y1500	MICROBIOLOGY	Topography
T-02450	MICROBIOLOGY	Topography
T-91000	MICROBIOLOGY	Topography
T-Y1800	MICROBIOLOGY	Topography
T-8X200	MICROBIOLOGY	Topography
T-3X100	MICROBIOLOGY	Topography
T-77100	MICROBIOLOGY	Topography
T-51320	MICROBIOLOGY	Topography
T-79200	MICROBIOLOGY	Topography
T-8Y300	MICROBIOLOGY	Topography
T-50600	MICROBIOLOGY	Topography
T-28500	MICROBIOLOGY	Topography
T-82500	MICROBIOLOGY	Topography
T-XY010	MICROBIOLOGY	Topography
T-Y2120	MICROBIOLOGY	Topography
T-YY880	MICROBIOLOGY	Topography
M-41741	MICROBIOLOGY	Morphology
M-14000	MICROBIOLOGY	Morphology
E-YY102	MICROBIOLOGY	Etiology
E-YY018	MICROBIOLOGY	Etiology
E-YY174	MICROBIOLOGY	Etiology
E-12730	MICROBIOLOGY	Etiology
E-12000	MICROBIOLOGY	Etiology
E-17800	MICROBIOLOGY	Etiology
E-15930	MICROBIOLOGY	Etiology
E-16810	MICROBIOLOGY	Etiology
E-18700	MICROBIOLOGY	Etiology
E-15240	MICROBIOLOGY	Etiology
E-42000	MICROBIOLOGY	Etiology
E-YY019	MICROBIOLOGY	Etiology
E-YY041	MICROBIOLOGY	Etiology
E-11010	MICROBIOLOGY	Etiology
E-11100	MICROBIOLOGY	Etiology
E-18340	MICROBIOLOGY	Etiology
E-72500	MICROBIOLOGY	Etiology
E-YY005	MICROBIOLOGY	Etiology
E-10080	MICROBIOLOGY	Etiology
E-YY215	MICROBIOLOGY	Etiology
E-YY080	MICROBIOLOGY	Etiology
E-17710	MICROBIOLOGY	Etiology
E-YY088	MICROBIOLOGY	Etiology
E-YC12M	MICROBIOLOGY	Etiology
F-YY002	MICROBIOLOGY	Function
P-YY004	MICROBIOLOGY	Procedure
P-34510	MICROBIOLOGY	Procedure
P-YY126	MICROBIOLOGY	Procedure
P-34190	MICROBIOLOGY	Procedure
J-YY003	MICROBIOLOGY	Occupation
T-54910	MICROBIOLOGY	Topography
T-2X120	MICROBIOLOGY	Topography
T-6Y100	MICROBIOLOGY	Topography
T-7X100	MICROBIOLOGY	Topography
T-Y4100	MICROBIOLOGY	Topography
T-21000	MICROBIOLOGY	Topography
T-10101	MICROBIOLOGY	Topography
T-XX860	MICROBIOLOGY	Topography
T-28100	MICROBIOLOGY	Topography
T-Y8710	MICROBIOLOGY	Topography
T-57000	MICROBIOLOGY	Topography
T-62000	MICROBIOLOGY	Topography
T-13000	MICROBIOLOGY	Topography
T-04300	MICROBIOLOGY	Topography
T-10180	MICROBIOLOGY	Topography
T-00070	MICROBIOLOGY	Topography
T-10090	MICROBIOLOGY	Topography
T-78900	MICROBIOLOGY	Topography
T-X7410	MICROBIOLOGY	Topography
T-12051	MICROBIOLOGY	Topography
T-Y4220	MICROBIOLOGY	Topography
T-24100	MICROBIOLOGY	Topography
T-Y8100	MICROBIOLOGY	Topography
T-Y6600	MICROBIOLOGY	Topography
T-Y9210	MICROBIOLOGY	Topography
T-55000	MICROBIOLOGY	Topography
T-64900	MICROBIOLOGY	Topography
T-77500	MICROBIOLOGY	Topography
T-Y8310	MICROBIOLOGY	Topography
T-08712	MICROBIOLOGY	Topography
T-71010	MICROBIOLOGY	Topography
T-78010	MICROBIOLOGY	Topography
T-71020	MICROBIOLOGY	Topography
T-81920	MICROBIOLOGY	Topography
T-36000	MICROBIOLOGY	Topography
T-63850	MICROBIOLOGY	Topography
E-16520	MICROBIOLOGY	Etiology
E-52020	MICROBIOLOGY	Etiology
E-13713	MICROBIOLOGY	Etiology
E-72370	MICROBIOLOGY	Etiology
E-15260	MICROBIOLOGY	Etiology
E-15602	MICROBIOLOGY	Etiology
E-25480	MICROBIOLOGY	Etiology
E-YY028	MICROBIOLOGY	Etiology
E-25040	MICROBIOLOGY	Etiology
E-24400	MICROBIOLOGY	Etiology
E-22300	MICROBIOLOGY	Etiology
E-23030	MICROBIOLOGY	Etiology
E-15700	MICROBIOLOGY	Etiology
E-YY004	MICROBIOLOGY	Etiology
E-YY227	MICROBIOLOGY	Etiology
E-04110	MICROBIOLOGY	Etiology
E-Y1111	MICROBIOLOGY	Etiology
E-16500	MICROBIOLOGY	Etiology
F-YY019	MICROBIOLOGY	Function
F-YY018	MICROBIOLOGY	Function
F-YY001	MICROBIOLOGY	Function
P-YY102	MICROBIOLOGY	Procedure
P-YY103	MICROBIOLOGY	Procedure
P-34500	MICROBIOLOGY	Procedure
T-06000	MICROBIOLOGY	Topography
T-YY887	MICROBIOLOGY	Topography
T-07000	MICROBIOLOGY	Topography
T-52000	MICROBIOLOGY	Topography
T-Y2200	MICROBIOLOGY	Topography
T-Y8300	MICROBIOLOGY	Topography
T-6Y102	MICROBIOLOGY	Topography
T-XX000	MICROBIOLOGY	Topography
T-11390	MICROBIOLOGY	Topography
T-Y0210	MICROBIOLOGY	Topography
T-Y4300	MICROBIOLOGY	Topography
T-YY891	MICROBIOLOGY	Topography
T-Y0600	MICROBIOLOGY	Topography
T-YY890	MICROBIOLOGY	Topography
T-YY889	MICROBIOLOGY	Topography
T-55300	MICROBIOLOGY	Topography
T-6Y030	MICROBIOLOGY	Topography
T-Y8220	MICROBIOLOGY	Topography
T-75000	MICROBIOLOGY	Topography
T-79210	MICROBIOLOGY	Topography
T-12770	MICROBIOLOGY	Topography
T-56980	MICROBIOLOGY	Topography
T-12410	MICROBIOLOGY	Topography
T-67400	MICROBIOLOGY	Topography
M-31200	MICROBIOLOGY	Morphology
M-33400	MICROBIOLOGY	Morphology
E-YY179	MICROBIOLOGY	Etiology
E-YY059	MICROBIOLOGY	Etiology
E-YY190	MICROBIOLOGY	Etiology
E-13750	MICROBIOLOGY	Etiology
E-19410	MICROBIOLOGY	Etiology
E-15940	MICROBIOLOGY	Etiology
E-15820	MICROBIOLOGY	Etiology
E-19400	MICROBIOLOGY	Etiology
E-10030	MICROBIOLOGY	Etiology
E-24700	MICROBIOLOGY	Etiology
E-44550	MICROBIOLOGY	Etiology
E-YY029	MICROBIOLOGY	Etiology
E-YY075	MICROBIOLOGY	Etiology
E-15620	MICROBIOLOGY	Etiology
E-12160	MICROBIOLOGY	Etiology
E-16320	MICROBIOLOGY	Etiology
E-16000	MICROBIOLOGY	Etiology
F-YY014	MICROBIOLOGY	Function
F-30000	MICROBIOLOGY	Function
P-34120	MICROBIOLOGY	Procedure
P-YY152	MICROBIOLOGY	Procedure
P-36010	MICROBIOLOGY	Procedure
T-6Y050	MICROBIOLOGY	Topography
T-YY882	MICROBIOLOGY	Topography
T-X2000	MICROBIOLOGY	Topography
T-53000	MICROBIOLOGY	Topography
T-08510	MICROBIOLOGY	Topography
T-21520	MICROBIOLOGY	Topography
T-74000	MICROBIOLOGY	Topography
T-Y0160	MICROBIOLOGY	Topography
T-YY006	MICROBIOLOGY	Topography
T-60200	MICROBIOLOGY	Topography
T-64300	MICROBIOLOGY	Topography
T-X1000	MICROBIOLOGY	Topography
T-Y9200	MICROBIOLOGY	Topography
T-76330	MICROBIOLOGY	Topography
T-Y8600	MICROBIOLOGY	Topography
T-Y0300	MICROBIOLOGY	Topography
T-2Y211	MICROBIOLOGY	Topography
T-Y4500	MICROBIOLOGY	Topography
T-84000	MICROBIOLOGY	Topography
T-08450	MICROBIOLOGY	Topography
T-Y9420	MICROBIOLOGY	Topography
T-00200	MICROBIOLOGY	Topography
T-61100	MICROBIOLOGY	Topography
T-Y9500	MICROBIOLOGY	Topography
T-21310	MICROBIOLOGY	Topography
M-14010	MICROBIOLOGY	Morphology
E-10003	MICROBIOLOGY	Etiology
E-YY060	MICROBIOLOGY	Etiology
E-YY216	MICROBIOLOGY	Etiology
E-23000	MICROBIOLOGY	Etiology
E-72001	MICROBIOLOGY	Etiology
E-72130	MICROBIOLOGY	Etiology
E-16860	MICROBIOLOGY	Etiology
E-16524	MICROBIOLOGY	Etiology
E-72720	MICROBIOLOGY	Etiology
E-721X0	MICROBIOLOGY	Etiology
E-72600	MICROBIOLOGY	Etiology
E-23010	MICROBIOLOGY	Etiology
E-10070	MICROBIOLOGY	Etiology
E-YY210	MICROBIOLOGY	Etiology
E-40810	MICROBIOLOGY	Etiology
E-10700	MICROBIOLOGY	Etiology
E-YY011	MICROBIOLOGY	Etiology
E-16525	MICROBIOLOGY	Etiology
E-48700	MICROBIOLOGY	Etiology
E-72360	MICROBIOLOGY	Etiology
E-10040	MICROBIOLOGY	Etiology
E-YYG01	MICROBIOLOGY	Etiology
E-22310	MICROBIOLOGY	Etiology
E-YY279	MICROBIOLOGY	Etiology
F-YY004	MICROBIOLOGY	Function
F-YY015	MICROBIOLOGY	Function
F-YYAMA	MICROBIOLOGY	Function
F-01790	MICROBIOLOGY	Function
D-YY004	MICROBIOLOGY	Disease
P-YY002	MICROBIOLOGY	Procedure
P-YY125	MICROBIOLOGY	Procedure
P-YY011	MICROBIOLOGY	Procedure
P-YY122	MICROBIOLOGY	Procedure
P-YY119	MICROBIOLOGY	Procedure
J-YY030	MICROBIOLOGY	Occupation
T-82000	MICROBIOLOGY	Topography
T-35010	MICROBIOLOGY	Topography
T-23000	MICROBIOLOGY	Topography
T-8X210	MICROBIOLOGY	Topography
T-2X110	MICROBIOLOGY	Topography
T-29100	MICROBIOLOGY	Topography
T-Y1100	MICROBIOLOGY	Topography
T-31000	MICROBIOLOGY	Topography
T-74320	MICROBIOLOGY	Topography
T-Y0200	MICROBIOLOGY	Topography
T-31010	MICROBIOLOGY	Topography
T-Y9100	MICROBIOLOGY	Topography
T-03000	MICROBIOLOGY	Topography
T-Y9800	MICROBIOLOGY	Topography
T-Y8510	MICROBIOLOGY	Topography
T-11710	MICROBIOLOGY	Topography
T-Y8500	MICROBIOLOGY	Topography
T-XX010	MICROBIOLOGY	Topography
T-Y7020	MICROBIOLOGY	Topography
T-50100	MICROBIOLOGY	Topography
T-X7600	MICROBIOLOGY	Topography
T-Y2100	MICROBIOLOGY	Topography
M-41740	MICROBIOLOGY	Morphology
M-14050	MICROBIOLOGY	Morphology
M-YY018	MICROBIOLOGY	Morphology
E-24420	MICROBIOLOGY	Etiology
E-15710	MICROBIOLOGY	Etiology
E-25240	MICROBIOLOGY	Etiology
E-15200	MICROBIOLOGY	Etiology
E-YY014	MICROBIOLOGY	Etiology
E-15630	MICROBIOLOGY	Etiology
E-15870	MICROBIOLOGY	Etiology
E-15810	MICROBIOLOGY	Etiology
E-44320	MICROBIOLOGY	Etiology
E-YY073	MICROBIOLOGY	Etiology
E-25150	MICROBIOLOGY	Etiology
E-15800	MICROBIOLOGY	Etiology
E-23270	MICROBIOLOGY	Etiology
E-19832	MICROBIOLOGY	Etiology
E-YY069	MICROBIOLOGY	Etiology
E-YY189	MICROBIOLOGY	Etiology
E-YY178	MICROBIOLOGY	Etiology
E-YYCD1	MICROBIOLOGY	Etiology
E-YY086	MICROBIOLOGY	Etiology
E-YY173	MICROBIOLOGY	Etiology
P-YY003	MICROBIOLOGY	Procedure
P-YY124	MICROBIOLOGY	Procedure
P-YY130	MICROBIOLOGY	Procedure
J-D6097	MICROBIOLOGY	Occupation
T-67000	MICROBIOLOGY	Topography
T-81000	MICROBIOLOGY	Topography
T-29000	MICROBIOLOGY	Topography
T-0Y300	MICROBIOLOGY	Topography
T-YY510	MICROBIOLOGY	Topography
T-01000	MICROBIOLOGY	Topography
T-X1110	MICROBIOLOGY	Topography
T-X1200	MICROBIOLOGY	Topography
T-XX020	MICROBIOLOGY	Topography
T-YY892	MICROBIOLOGY	Topography
T-Y9410	MICROBIOLOGY	Topography
T-7Y100	MICROBIOLOGY	Topography
T-6X930	MICROBIOLOGY	Topography
T-83000	MICROBIOLOGY	Topography
T-25000	MICROBIOLOGY	Topography
T-YY506	MICROBIOLOGY	Topography
T-54010	MICROBIOLOGY	Topography
T-78000	MICROBIOLOGY	Topography
T-D2000	MICROBIOLOGY	Topography
T-08474	MICROBIOLOGY	Topography
T-13001	MICROBIOLOGY	Topography
T-6Y000	MICROBIOLOGY	Topography
T-Y9520	MICROBIOLOGY	Topography
T-11340	MICROBIOLOGY	Topography
T-63140	MICROBIOLOGY	Topography
T-Y1231	MICROBIOLOGY	Topography
T-63950	MICROBIOLOGY	Topography
E-13700	MICROBIOLOGY	Etiology
E-YY191	MICROBIOLOGY	Etiology
E-16870	MICROBIOLOGY	Etiology
E-YY264	MICROBIOLOGY	Etiology
E-19800	MICROBIOLOGY	Etiology
E-YY187	MICROBIOLOGY	Etiology
E-16901	MICROBIOLOGY	Etiology
E-19600	MICROBIOLOGY	Etiology
E-YY275	MICROBIOLOGY	Etiology
E-10503	MICROBIOLOGY	Etiology
E-YY120	MICROBIOLOGY	Etiology
E-40060	MICROBIOLOGY	Etiology
E-72550	MICROBIOLOGY	Etiology
E-18300	MICROBIOLOGY	Etiology
E-YC12Y	MICROBIOLOGY	Etiology
E-YY278	MICROBIOLOGY	Etiology
E-L4314	MICROBIOLOGY	Etiology
P-YY136	MICROBIOLOGY	Procedure
P-YY129	MICROBIOLOGY	Procedure
T-56000	NECROPSY, FINAL	Topography
T-Y1231	NECROPSY, FINAL	Topography
T-67000	NECROPSY, FINAL	Topography
T-X2000	NECROPSY, FINAL	Topography
T-28000	NECROPSY, FINAL	Topography
T-08520	NECROPSY, FINAL	Topography
T-25910	NECROPSY, FINAL	Topography
T-53000	NECROPSY, FINAL	Topography
T-Y1700	NECROPSY, FINAL	Topography
T-68000	NECROPSY, FINAL	Topography
T-2X120	NECROPSY, FINAL	Topography
T-62000	NECROPSY, FINAL	Topography
T-06000	NECROPSY, FINAL	Topography
T-10100	NECROPSY, FINAL	Topography
T-13670	NECROPSY, FINAL	Topography
T-32400	NECROPSY, FINAL	Topography
T-Y9480	NECROPSY, FINAL	Topography
T-13000	NECROPSY, FINAL	Topography
T-29000	NECROPSY, FINAL	Topography
T-08474	NECROPSY, FINAL	Topography
T-12430	NECROPSY, FINAL	Topography
T-12770	NECROPSY, FINAL	Topography
T-09000	NECROPSY, FINAL	Topography
T-X2020	NECROPSY, FINAL	Topography
T-2Y700	NECROPSY, FINAL	Topography
T-54910	NECROPSY, FINAL	Topography
T-X1500	NECROPSY, FINAL	Topography
T-64300	NECROPSY, FINAL	Topography
T-71040	NECROPSY, FINAL	Topography
T-0X000	NECROPSY, FINAL	Topography
T-21000	NECROPSY, FINAL	Topography
T-71200	NECROPSY, FINAL	Topography
T-65300	NECROPSY, FINAL	Topography
T-03424	NECROPSY, FINAL	Topography
T-48200	NECROPSY, FINAL	Topography
T-88800	NECROPSY, FINAL	Topography
T-08330	NECROPSY, FINAL	Topography
T-14700	NECROPSY, FINAL	Topography
T-54940	NECROPSY, FINAL	Topography
T-51100	NECROPSY, FINAL	Topography
T-10300	NECROPSY, FINAL	Topography
T-07010	NECROPSY, FINAL	Topography
T-39000	NECROPSY, FINAL	Topography
T-82920	NECROPSY, FINAL	Topography
T-80001	NECROPSY, FINAL	Topography
T-37000	NECROPSY, FINAL	Topography
T-X2050	NECROPSY, FINAL	Topography
T-X0960	NECROPSY, FINAL	Topography
T-02641	NECROPSY, FINAL	Topography
T-63600	NECROPSY, FINAL	Topography
T-12750	NECROPSY, FINAL	Topography
T-02500	NECROPSY, FINAL	Topography
T-67015	NECROPSY, FINAL	Topography
T-88600	NECROPSY, FINAL	Topography
T-U4000	NECROPSY, FINAL	Topography
T-91100	NECROPSY, FINAL	Topography
T-12460	NECROPSY, FINAL	Topography
T-02630	NECROPSY, FINAL	Topography
T-7X100	NECROPSY, FINAL	Topography
T-86220	NECROPSY, FINAL	Topography
T-88000	NECROPSY, FINAL	Topography
T-02200	NECROPSY, FINAL	Topography
T-64900	NECROPSY, FINAL	Topography
T-01400	NECROPSY, FINAL	Topography
T-00050	NECROPSY, FINAL	Topography
T-71010	NECROPSY, FINAL	Topography
T-Y1232	NECROPSY, FINAL	Topography
T-Y8205	NECROPSY, FINAL	Topography
T-Y2200	NECROPSY, FINAL	Topography
T-50130	NECROPSY, FINAL	Topography
T-11570	NECROPSY, FINAL	Topography
T-26800	NECROPSY, FINAL	Topography
T-Y9510	NECROPSY, FINAL	Topography
M-70700	NECROPSY, FINAL	Morphology
M-10000	NECROPSY, FINAL	Morphology
M-53300	NECROPSY, FINAL	Morphology
M-72000	NECROPSY, FINAL	Morphology
M-44000	NECROPSY, FINAL	Morphology
M-75300	NECROPSY, FINAL	Morphology
M-YY043	NECROPSY, FINAL	Morphology
M-38000	NECROPSY, FINAL	Morphology
M-03000	NECROPSY, FINAL	Morphology
M-54700	NECROPSY, FINAL	Morphology
M-47191	NECROPSY, FINAL	Morphology
M-34100	NECROPSY, FINAL	Morphology
M-85603	NECROPSY, FINAL	Morphology
M-32800	NECROPSY, FINAL	Morphology
M-47150	NECROPSY, FINAL	Morphology
M-80103	NECROPSY, FINAL	Morphology
M-49004	NECROPSY, FINAL	Morphology
M-32400	NECROPSY, FINAL	Morphology
M-40600	NECROPSY, FINAL	Morphology
M-71450	NECROPSY, FINAL	Morphology
