code	meaning
F-85200	STIMULUS, NOS
F-85560	DISTURBANCE OF CONSCIOUSNESS, NOS
F-85570	UNCONSCIOUSNESS
F-85580	SYNCOPE, NOS
F-85640	COMA, NOS
F-85680	CONCUSSION
F-85700	STUPOR
F-85730	DOLL'S EYE SIGN
F-85760	LETHARGY
F-85800	SLEEP, NOS
F-85940	NARCOLEPSY
F-87000	SEIZURE, NOS
F-87010	SEIZURE, GENERALIZED, NOS
F-87160	POSTSEIZURE STATE, NOS
F-87300	PARTIAL SEIZURE, NOS
F-87800	EEG FINDING, NOS
F-87860	ELECTROCEREBRAL SILENCE
F-87902	CEREBROSPINAL FLUID CIRCULATION
F-87910	CEREBROSPINAL FLUID PRESSURE
F-87913	CEREBROSPINAL FLUID PRESSURE, INCREASED
F-87914	CEREBROSPINAL FLUID PRESSURE, DECREASED
F-87920	BLOOD-BRAIN BARRIER
F-87930	BLOOD-CEREBROSPINAL FLUID BARRIER
F-88500	AUTONOMIC NERVOUS SYSTEM FUNCTION
F-88670	SMALL INTESTINE FUNCTION, AUTONOMIC
F-88680	COLON FUNCTION, AUTONOMIC
F-88730	UTERINE FUNCTION, AUTONOMIC
F-88750	BLADDER FUNCTION, AUTONOMIC
F-89002	ABNORMAL FUNCTION, MUSCLE, NOS
F-89005	MUSCLE FUNCTION, ABSENT  (T-13...)
F-89012	SKELETAL FUNCTION, ABNORMAL
F-89033	HYPERMOBILITY, NOS
F-89034	HYPOMOBILITY, NOS
F-89053	HYPEREXTENSION
F-89064	FLEXION, DECREASED
F-89080	EXTERNAL ROTATION
F-89160	MUSCLE STIFFNESS
F-89200	BONE FUNCTION, NOS  (T-1X500)
F-89340	BONE FORMATION, NOS  (T-1X500)
F-89342	BONE FORMATION, ABNORMAL
F-89542	JOINT FUNCTION DISORDER  (T-12...)
F-89632	EPIPHYSIS CLOSURE DISORDER
F-89702	CARTILAGE DISORDER
F-90010	EMOTIONAL DISORDER, NOS
F-90100	NORMAL MENTAL STATE
F-90130	NERVOUSNESS
F-90410	DISTURBANCE OF ORIENTATION, NOS
F-90820	DEPRESSION, NOS
F-90850	FEAR
F-90940	AGGRESSION
F-91200	VOLUNTARY REPETITIVE STEREOTYPED
F-91220	ROCKING
F-91240	TWIRLING
F-91260	EYE POKING
F-91270	BRUXISM
F-91570	COMPULSIVE GAMBLING
F-93300	INTELLIGENCE, NOS
F-93410	MENTAL RETARDATION, NOS
F-94000	BEHAVIOR, NOS
F-94010	ABNORMAL BEHAVIOR, NOS
F-94070	IMMATURE BEHAVIOR
F-94130	ANTISOCIAL BEHAVIOR
F-94190	MALADAPTIVE BEHAVIOR ASSOCIATED WITH PHYSICAL ILLNESS
F-94220	SEPARATION ANXIETY, CHILDHOOD
F-94300	LEARNING ABILITY, NOS
F-94310	BASIC LEARNING DISABILITY, NOS
F-94410	SOCIAL MALADJUSTMENT, NOS
F-94850	THUMB-SUCKING
F-94900	PICA
F-96400	PRECOCIOUS SEXUAL DEVELOPMENT, NOS
F-97400	SEXUAL NONDEVELOPMENT, NOS
F-97590	NORMAL LIBIDO
F-97630	MASTURBATION, NOS
F-97800	PENILE ERECTION, NOS
F-97910	PENILE STIMULATION, MANUAL
F-97920	PENILE STIMULATION, ORAL
F-98000	SEXUAL ACT, NOS
F-98150	EJACULATION, NOS
F-98250	REAR ENTRY COITAL POSITION
F-98320	PENIS CAPTIVUS
F-98430	SEXUAL INCOMPATIBILITY
F-98600	CONTRACEPTION, NOS
F-98700	SEXUAL IMPOTENCE, NOS
F-X0000	VISUAL FUNCTION, NOS
F-X0070	VISION, ABNORMAL
F-X0100	BLINDNESS, NOS
F-X1300	OCULAR MOTILITY, NOS
F-X1310	CORNEAL REFLEX
F-X1320	STRABISMUS, NOS
F-X1340	ESOTROPIA, NOS
F-X1500	EXOTROPIA, NOS
F-X2200	NYSTAGMUS, NOS
F-X2400	ABNORMAL EYE MOVEMENT
F-X2500	PUPILLARY FUNCTION, NOS
F-X2510	ANISOCORIA
F-X2520	MYDRIASIS
F-X2530	MIOSIS
F-X2560	PUPILLARY REFLEX, NOS
F-X2570	PUPILLARY REFLEX, DIRECT LIGHT
F-X2580	PUPILLARY REFLEX, INDIRECT LIGHT
F-X2800	EYELID FUNCTION, NOS
F-X2830	INCOMPLETE CLOSURE OF LID
F-X2920	EPIPHORA
F-X2930	DEFECTIVE TEAR DRAINAGE
F-X2940	LACRIMATION, ABSENT
F-X3290	INTRAOCULAR PRESSURE
F-X5000	NORMAL HEARING, NOS
F-X5300	HEARING AND SPEECH HEARING
F-X6000	DEAFNESS, NOS
F-X6300	VERTIGO, NOS
F-X6410	VOCAL SOUND, NOS
F-X6570	LARYNOGOSPASM
F-X6620	LARYNGISMUS PARALYTICUS
F-Y0000	POISONING, NOS
F-Y0010	POISONING, ACCIDENTAL
F-Y0200	ADVERSE DRUG EFFECT, NOS
F-Y0230	DRUG REACTION, ALLERGIC
F-Y0240	DRUG OVERDOSE, NOS  (CODE TO E)
F-Y0260	DRUG TOLERANCE, NOS  (CODE TO E)
F-Y0270	DRUG INTOLERANCE, NOS  (CODE TO E)
F-Y0280	DRUG RESISTANCE, NOS
F-Y0410	PHYSICAL ACTIVITY, INCREASED
F-Y0420	PHYSICAL ACTIVITY, DECREASED
F-Y1100	FALL, NOS
F-Y1510	PHYSICAL CONTACT, NOS
F-Y1540	ASSAULT
F-Y1610	SELF MUTILATION
F-Y1700	COMPLICATION, NOS
F-Y1710	COMPLICATION OF DISEASE
F-Y1720	COMPLICATION OF THERAPEUTIC
F-Y1730	COMPLICATION OF TREATMENT, SURGICAL
F-Y1740	COMPLICATION OF DIAGNOSTIC PROCEDURE
F-Y1760	COMPLICATION OF PREVENTIVE PROCEDURE
F-Y1800	DEATH, NOS
F-Y1805	DEATH, EXPERIMENTAL, SACRIFICE
F-Y1810	DEATH, SUDDEN, NOS
F-Y1820	DEATH, UNEXPECTED, NOS
F-Y1840	DEATH, SUDDEN UNEXPECTED IN INFANCY
F-Y1870	DEATH, IATROGENIC
F-Y1880	DEATH, DURING ANESTHETIC INDUCTION
F-Y1890	DEATH, ANESTHETIC
F-Y1900	DEATH, INTRAOPERATIVE
F-Y1910	DEATH, POSTOPERATIVE
F-Y1930	DEAD ON ARRIVAL
F-Y1950	DEATH, IN HOSPITAL
F-Y2100	ASPHYXIATION, NOS
F-Y2140	STRANGULATION
F-Y2400	NATURAL DEATH, NOS
F-Y2690	INFANTICIDE
F-Y2750	HOMICIDE, GANGLAND STYLE
F-Y2770	EUTHANASIA
F-Y3100	ACCIDENTAL DEATH, NOS
F-Y3500	UNDETERMINED MANNER OF DEATH, NOS
F-Y3710	VICTIM OF PHYSICAL TRAUMA, NOS
F-Y3940	VICTIM, INFANT/CHILD NEGLECT
F-Y4310	BODY, RECENTLY DEAD AND WELL PRESERVED
F-Y4390	BODY, DECOMPOSED, NOS
F-Y4430	MUMMIFIED FETUS
F-Y4460	BODY WITH MISSING PARTS, NOS
F-Y4470	BODY PARTS, NOS  (CODE TO T)
F-Y4700	BODY, UNIDENTIFIED, NOS
F-YY001	RESTRAINT APPARATUS
F-YY002	ISOLATE REARED
F-YY003	INTERMEDIATE DRUG RESISTANCE
F-YY004	DRUG SENSITIVE
F-YY005	SEMINAL PLUG
F-YY006	CULL, NOS
M-00030	MORPHOLOGY NOT ASSIGNED IN SNOMED
M-00100	NORMAL APPEARANCE
M-00110	NORMAL MICROSCOPIC MORPHOLOGY
M-00120	NORMAL CELLULAR MORPHOLOGY
M-00200	NORMAL SIZE
M-00240	NORMAL SHAPE
M-00280	NORMAL COLOR
M-00360	NORMAL POSITION
M-01000	MORPHOLOGIC ABNORMALITY, NOS
M-01100	LESION, NOS
M-01110	MINIMAL LESION
M-01150	DAMAGE, NOS
M-01400	ABNORMAL APPEARANCE, NOS
M-01450	WRINKLED APPEARANCE
M-01480	MOTTLING, NOS
M-01500	NARROWING, NOS
M-01560	INDENTATION, NOS
M-01680	ERUPTION, NOS
M-02000	SHAPE, ABNORMAL, NOS
M-02100	ROUND SHAPE
M-02120	OVOID SHAPE
M-02300	INEQUALITY OF SHAPE
M-02510	SIZE, INCREASED, NOS
M-02520	SIZE, DECREASED, NOS
M-02540	ASYMMETRY, NOS
M-02550	INCREASE IN CIRCUMFERENCE
M-02570	SWELLING, NOS
M-02580	SHRINKAGE, NOS
M-02610	THICKNESS, INCREASED, NOS
M-02620	THICKNESS, DECREASED, NOS
M-02630	WEARING AWAY
M-02720	CONSISTENCY, ABNORMALLY SOFT
M-02740	CONSISTENCY, ABNORMALLY HARD
M-02750	FRIABILITY, ABNORMAL
M-02760	MACERATION, NOS
M-02820	ORGAN WEIGHT, ABNORMAL INCREASE
M-02840	ORGAN WEIGHT, ABNORMAL DECREASE
M-02900	DENSITY, ABNORMAL, NOS
M-02910	DENSITY, INCREASED
M-02920	DENSITY, DECREASED
M-02960	OPACITY, NOS
M-03000	MASS, LOCALIZED, NOS
M-03010	NODULE, NOS
M-03012	NODULE, MULTIPLE
M-03020	NODULE, CALCIFIED
M-03060	NODULE, CAVITATED
M-03070	NODULE, FIBROUS
M-03130	PAPULE, NOS
M-03250	PLAQUE, NOS
M-04000	COLOR, ABNORMAL, NOS
M-04010	GREEN COLOR, ABNORMAL
M-04020	BLUE COLOR, ABNORMAL
M-04030	BLUISH RED COLOR, ABNORMAL
M-04040	RED COLOR, ABNORMAL
M-04050	YELLOW COLOR, ABNORMAL
M-04090	LOSS OF COLOR, ABNORMAL
M-04100	MACULE, NOS
M-06000	NORMAL VARIATION, NOS
M-09010	TISSUE UNSATISFACTORY FOR DIAGNOSIS
M-09030	MORPHOLOGIC ARTIFACT
M-09200	TISSUE SURGICALLY REMOVED
M-10000	TRAUMATIC ABNORMALITY, NOS
M-10020	INJURY, BIRTH
M-10040	INJURY, STRETCH
M-10050	INJURY, RECENT
M-10060	INJURY, OLD
M-10400	COMPRESSION INJURY, NOS
M-10410	CONSTRICTION INJURY, NOS
M-10430	DECOMPRESSION INJURY, NOS
M-10500	FRICTION BLISTER, NOS
M-10530	PRESSURE URTICARIA
M-10540	DECUBITUS ULCER
M-11000	HEAT INJURY, NOS
M-11100	BURN INJURY, NOS
M-11102	BURN 2ND DEGREE
M-11120	BURN, ELECTRICAL
M-11150	DERMAL EROSION, CHEMICAL  (BURN)
M-11170	BURN, LASER
M-11200	COLD INJURY, NOS
M-11240	FROSTBITE
M-11410	PHOTODERMATITIS, NOS
M-11420	PHOTOTOXIC DERMATITIS, ACUTE, NOS, SUNBURN
M-11600	RADIATION INJURY, NOS
M-12000	FRACTURE, NOS
M-12010	FRACTURE, TRANSVERSE
M-12040	FRACTURE, LINEAR
M-12050	FRACTURE, IMPACTED
M-12060	FRACTURE, INTRA-ARTICULAR
M-12090	FRACTURE, COMMINUTED
M-12100	FRACTURE, CLOSED, NOS
M-12110	FRACTURE, CLOSED, TRANSVERSE
M-12130	FRACTURE, CLOSED, SPIRAL
M-12140	FRACTURE, CLOSED, LONGITUDINAL
M-12150	FRACTURE, CLOSED, IMPACTED
M-12200	FRACTURE, OPEN, NOS
M-12210	FRACTURE, OPEN, TRANSVERSE
M-12250	FRACTURE, OPEN, IMPACTED
M-12290	FRACTURE, OPEN, COMMINUTED
M-12300	FRACTURE, UNUNITED, NOS
M-12400	FRACTURE, DELAYED UNION, NOS
M-12500	FRACTURE, HEALED, NOS
M-12800	FRACTURE, MULTIPLE, NOS
M-13000	DISLOCATION, NOS
M-13010	DISLOCATION, COMPLETE, NOS LUXATION
M-13020	DISLOCATION, INCOMPLETE, NOS
M-13500	FUSION, NOS
M-13510	ANKYLOSIS, NOS
M-13530	ANKYLOSIS, OSSEOUS
M-13540	SYNOSTOSIS
M-13550	SPONDYLOSIS, NOS
M-14000	WOUND, NOS
M-14003	HEALING WOUND
M-14007	WOUNDS, MULTIPLE
M-14010	WOUND, INFECTED, NOS  (E-.....)
M-14020	WOUND, SURGICAL, NOS
M-14025	WOUND, SURGICAL, NON-HEALED
M-14026	WOUND, SURGICAL, RECENT
M-14027	WOUND, SURGICAL, MULTIPLE
M-14030	WOUND, SUPERFICIAL
M-14040	WOUND, DEEP
M-14050	WOUND, SURGICAL, INFECTED  (E-.....)
M-14070	BIOPSY INCISION
M-14090	WOUND, POSTMORTEM
M-14100	WOUND, ABRADED, NOS
M-14110	EROSION, NOS
M-14116	EROSION, RECENT
M-14200	WOUND, CONTUSED, NOS
M-14310	WOUND, PUNCTURE, NOS
M-14350	STING, NOS
M-14360	BITE, NOS
M-14380	INJECTION SITE, NOS
M-14400	WOUND, LACERATED, NOS
M-14410	SPRAIN
M-14420	TEAR, NOS
M-14430	RUPTURE, NOS
M-14500	WOUND, PENETRATING, NOS
M-14700	WOUND, PERFORATING
M-14800	AMPUTATED STRUCTURE, NOS
M-14920	WOUND, AVULSED
M-14930	EVISCERATED STRUCTURE, NOS
P-36340	IDENTIFICATION OF MICROBIAL AB (QUALITATIVE)
P-36400	COMPLEMENT FIXATION TEST, NOS
P-36420	BACTERIAL SEROLOGIC STUDY, NOS
P-36440	VIRAL SEROLOGIC STUDY, NOS
P-36441	VIRAL SEROLOGIC STUDY, NEGATIVE
P-36442	VIRAL SEROLOGIC STUDY, POSITIVE
P-36460	PARASITIC SEROLOGIC STUDY, NOS
P-36480	FUNGAL SEROLOGIC STUDY, NOS
P-36500	FLUORESCENT IDENTIFICATION OF ANTIGEN, NOS
P-36520	FLUORESCENT IDENTIFICATION OF ANTIBODY, NOS
P-36720	IMMUNODIFFUSION, QUANTITATIVE
P-37500	HISTOCOMPATIBILITY TESTING, NOS
P-37530	HISTOCOMPATIBILITY TEST, MLC TYPE
P-37540	MIXED LYMPHYCYTE CULTURE TEST MLC TEST
P-37600	LYMPHOCYTE TRANSFORMATION, NOS
P-37610	LYMPHOCYTE TRANSFORMATION, PHA
P-37620	LYMPHOCYTE TRANSFORMATION, OTHER MITOGEN
P-37630	LYMPHOCYTE TRANSFORMATION, ANTIGEN INDUCED
P-37700	IDENTIFICATION OF LYMPHOHISTOCYTIC
P-37720	DETECTION OF SURFACE BOUND IMMUNOGLOBULINS (SIG)
P-37740	DETECTION OF ERYTHROCYTE IGG ANTIBODY COMPLEX BINDING
P-37750	DETECTION OF ERYTHROCYTE ANTIBODY COMPLEMENT COMPLEX BINDING
P-37760	NON-SENSITIZED (SPONTANEOUS) SHEEP
P-37780	DETECTION OF AGGREGATED IGG BINDING
P-37790	DETECTION OF HUMAN T LYMPHOCYTE ANTIGEN, WITH ANTI T
P-37950	NEUTRALIZATION TEST, VIRAL
P-40050	CHEMISTRY PROFILE, NOS
P-40200	CHEMICAL MEASUREMENT, QUANTITATIVE, NOS
P-40460	RADIOIMMUNOASSAY TEST
P-40470	RADIORECEPTOR TEST
P-40600	ELECTROPHORESIS MEASUREMENT AND SEPARATION
P-40760	ZINC-SULFATE CONCENTRATION, FLOTATION
P-40820	SPECIFIC GRAVITY, NOS
P-40830	OSMOLALITY MEASUREMENT
P-40930	CLEARANCE RATE MEASUREMENT, RENAL
P-40960	OXYGEN BREATHING STUDY
P-41050	LABORATORY CALCULATION, NOS
P-41500	URINALYSIS, NOS
P-41510	URINALYSIS, ROUTINE AND MICROSCOPIC
P-41600	URINALYSIS, SEDIMENT EXAMINATION, CENTRIFUGED
P-54000	IMMUNOLOGIC PROCEDURE, NOS
P-54260	INTRADERMAL TEST
P-54600	IMMUNOLOGIC STATUS DETERMINATION, NOS
P-54730	IMMUNIZATION, TETANUS TOXOID
P-54750	IMMUNIZATION, MEASLES
P-58000	DERMATOLOGIC PROCEDURE, NOS
P-58050	DERMATOLOGY CONSULTATION AND REPORT, NOS
P-60200	TOOTH EXTRACTION, NOS (LOCAL ANESTHESIA)
P-60210	TOOTH EXTRACTION, SINGLE
P-60220	TOOTH EXTRACTION, MULTIPLE
P-60300	PROPHYLACTIC SERVICE, DENTAL
P-62100	PULP CAPPING, NOS
P-62300	ROOT CANAL THERAPY, COMPREHENSIVE, NOS
P-62620	HEMISECTION OF TOOTH
P-65000	DIGESTIVE TRACT PROCEDURE, NOS
P-65300	GASTRIC ANALYSIS, CLINICAL PROCEDURE, NOS
P-65800	STOMA MANAGEMENT AND CARE, GASTROINTESTINAL TRACT, NOS
P-67000	METABOLIC PROCEDURE, NOS
P-67300	METABOLIC MONITORING PROCEDURE, NOS
P-68000	URINARY TRACT PROCEDURE, NOS
P-68200	URINARY CONCENTRATION TEST
P-68210	URINARY DILUTION TEST
P-68300	RENAL FUNCTION PROCEDURE, NOS
P-68600	PERITONEAL DIALYSIS, NOS
P-70000	CARDIOVASCULAR PROCEDURE, NOS
P-70270	ARTERIAL PRESSURE DETERMINATION
P-70310	THERMOGRAM, NOS
P-70600	CARDIAC PACING, NOS
P-70910	CARDIOASSIST, EXTERNAL
P-71100	ELECTROCARDIOGRAM, NOS
P-71240	ELECTROCARDIOGRAM, FETAL
P-71300	PHONOCARDIOGRAM, ECG
P-71430	ELECTRONIC WAVE OR PACEMAKER ANALYSIS, REMOTE
P-71600	CARDIOVASCULAR MONITORING PROCEDURE, NOS
P-71630	MONITORING TEMPERATURE
P-71640	MONITORING PULSE
P-71650	MONITORING BLOOD PRESSURE
P-71670	MONITORING OF ECG AT SURGERY
P-72000	CARDIAC CATHETERIZATION PROCEDURE, NOS
P-72010	CARDIAC CATHETERIZATION, RIGHT HEART, NOS
P-72020	CARDIAC CATHETERIZATION, LEFT HEART, NOS
P-72100	CARDIAC CATHETERIZATION, COMBINED RIGHT
P-73000	ECHOCARDIOGRAPHIC PROCEDURE, NOS
P-75000	RESPIRATORY TRACT PROCEDURE, NOS
P-75420	HYPOXIA STUDY (VENTILATION RESPONSE TO HYPOXIA)
P-76200	ARTERIAL BLOOD GAS, AT REST
P-76400	LUNG COMPLIANCE STUDY
P-76600	RESPIRATORY ASSIST, MANUAL
P-76620	RESPIRATORY ASSIST, MECHANICAL
P-76630	MANIPULATION CHEST WALL TO FACILITATE LUNG FUNCTION
P-76700	INHALATION THERAPY PROCEDURE, NOS
P-76720	INTERMITTENT POSITIVE PRESSURE BREATHING
P-76740	CONTINUOUS POSITIVE AIRWAY PRESSURE
P-76850	SUCTIONING, TRACHEOBRONCHIAL
P-76880	OXYGEN THERAPY
P-80000	NEUROMUSCULAR PROCEDURE, NOS
P-80100	ELECTROENCEPHALOGRAM (EEG), NOS
P-80700	EVOKED STIMULUS RESPONSE TESTING, NOS
P-82500	PHYSICAL THERAPY PROCEDURE, NOS
P-83200	HEAT APPLICATION, THERAPEUTIC
P-83210	COLD, APPLICATION, THERAPEUTIC
P-83400	HYDROTHERAPY, NOS
P-83760	GAIT EVALUATION
P-84000	REHABILITATION, NOS
P-84210	STROKE REHABILITATION
P-85000	OPHTHALMIC SERVICE OR PROCEDURE, NOS
P-85020	OPHTHALMIC EXAM AND EVALUATION, DIAGNOSIS AND TREATMENT
P-85350	TONOMETRY-TONOGRAPHY WITH EVAL, NOS
P-85400	OPHTHALMOSCOPY, NOS
P-85450	OPHTHALMOSCOPY WITH MED EVAL, EXTENDED, FLUORESCEIN ANGIOGR.
P-85460	OPHTHALMOSCOPY WITH MEDICAL EVAL, EXTENDED, FUNDUS PHOTO.
P-85500	FUNDOSCOPY
P-85570	ELECTRORETINOGRAPHY WITH MED EVAL
P-89000	VESTIBULAR FUNCTION TEST, NOS
P-89110	SPONTANEOUS NYSTAGMUS TEST, INCLUDING GAZE
P-89120	POSITIONAL NYSTAGMUS TEST
P-95010	PREGNANCY DETECTION EXAMINATION
P-95020	PREGNANCY FOLLOW-UP EXAMINATION
P-95030	PRENATAL EXAMINATION AND CARE
P-95080	LABOR STUDY (INTERNAL FETAL MONITOR DURING LABOR)
P-95200	POSTPARTUM MEDICAL EXAMINATION AND CARE, MATERNAL
P-95700	ELECTROEJACULATION
P-X0000	DIAGNOSTIC RADIOLOGIC EXAMINATION, NOS
P-X0050	DIAGNOSTIC RADIOGRAPHY, LATERAL
P-X0060	DIAGNOSTIC RADIOGRAPHY, ANTEROPOSTERIOR (AP)
P-X0120	STEREOTACTIC DIAG RADIOGRAPHY
P-X0130	DAGNOSTIC RADIOGRAPHY, COMBINED PA AND LATERAL
P-X0140	DIAGNOSTIC RADIOGRAPHY, COMBINED AP AND LATERAL
P-X0300	DIAGNOSTIC RADIOGRAPHY, SURVEY, NOS
P-X0390	DIAGNOSTIC RADIOGRAPHY, SPECIAL VIEWS
P-X0400	FLUOROSCOPY, NOS
P-X0650	DX RADIOGRAPHY WITH CONTRAST MEDIA, BY INGESTION
P-X0800	DIAGNOSTIC RADIOGRAPHY, OBLIQUE
P-X0801	COLON MYOELECTRIC MONITOR
P-X0820	DX RADIOGRAPHY, CONTRAST MEDIA, BY INJECTION, BILATERAL
P-X0900	DX RADIOGRAPHY, CONTRAST MEDIA, BY INJECTION, POSITIVE
P-X1000	DIAGNOSTIC RADIOGRAPHY WITH CONTRAST MEDIA, BY INJECTION
P-X1400	DX RADIOGRAPHY, G.I.,UPPER, SERIAL FILMS
P-X2200	RADIOGRAPHY, BONE AGE STUDIES
P-X2300	DIAGNOSTIC RADIOGRAPHY, ABDOMEN, FETAL AGE, POSITION
P-X4000	RADIATION THERAPY PROCEDURE OR SERVICE, NOS
P-X5100	RADIONUCLIDE PROCEDURE, NOS
P-X5350	ISOTOPE STUDY, URINARY RECOVERY
P-X7500	FLOW PROBE STUDY (SCAN WITH VASCULAR FLOW)
P-X7700	PULMONARY VENTILATION-PERFUSION STUDY, RADIONUCLIDE GAS, NOS
P-X9000	DIAGNOSTIC ULTRASOUND PROCEDURE, NOS
P-X9740	ULTRASOUND PERIPHERAL VASCULAR FLOW STUDY, DOPPLER
P-X9780	REALTIME ULTRASOUND
P-Y0000	NURSING PROCEDURE, NOS
P-Y1200	FEEDING PATIENT, NOS
P-Y1210	FEEDING PATIENT, ROUTINE
P-Y1220	FEEDING PATIENT, INTRAVENOUS
P-Y1240	FEEDING PATIENT, TUBE
P-Y1290	HYPERALIMENTATION PROCEDURE
P-Y1400	 ENEMA, NOS
P-Y1710	SPECIAL CARE OF BABY IN NURSERY, NOS
P-Y1720	SPECIAL CARE OF BABY, PREMATURE
P-Y1850	SPECIAL CARE OF WOUND
P-Y1910	SPECIAL NURSING CARE, BURNED PATIENT
P-Y2370	NASOGASTRIC INTUBATION, INSERTION AND CARE
P-Y3300	ADMINISTRATION OF MEDICATION, NOS  (CODE TO J-.....)
P-Y3301	ADMINISTRATION OF DRUG OR SUBSTANCE, ORAL
P-Y3310	ADMINISTRATION OF MEDICATION, ROUTINE
P-Y3350	ADMINISTRATION OF DERMATOLOGIC FORMULATION, NOS
P-Y3360	ADMINISTRATION OF MEDICATION, THERAPEUTIC
P-Y4020	URINE, DIP STICK TESTING, NOS
P-YY001	RAJI CELL ASSAY
P-YY002	MICROBIAL CULTURE, COMPLEX: CAMPYLOBACTER
P-YY003	MICROBIAL CULTURE, COMPLEX: YERSINIA
P-YY004	MICROBIAL CULTURE, COMPLEX: SALMONELLA, SHIGELLA, YERSINIA
P-YY005	MICROBIAL CULTURE, COMPLEX: FUNGAL
P-YY006	LASER; VESSICLE OCCLUSION
P-YY036	INSERTION OF ACCESS PORTAL
P-YY044	REMOVAL OF ACCESS PORTAL
P-YY045	CRYPTOSPORIDIA SMEAR
P-YY046	SUGAR FLOTATION
P-YY047	SKIN SCRAPING
P-YY048	EXSANGUINATION
P-YY100	ADMINISTRATION OF DRUG OR SUBSTANCE, NOS
P-YY101	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRAVENOUS
P-YY102	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRA-ARTERIAL
P-YY103	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRAMUSCULAR
P-YY104	ADMINISTRATION OF DRUG OR SUBSTANCE, SUBCUTANEOUS
P-YY105	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRADERMAL
P-YY106	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRAPERITONEAL
P-YY107	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRAMEDULLARY
P-YY108	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRATHECAL
P-YY109	ADMINISTRATION OF DRUG OR SUBSTANCE, INTRA-ARTICULAR
P-YY110	ADMINISTRATION OF DRUG OR SUBSTANCE, OGT
P-YY111	ADMINISTRATION OF DRUG OR SUBSTANCE, TOPICAL
P-YY112	ADMINISTRATION OF DRUG OR SUBSTANCE, OCULAR
P-YY113	ADMINISTRATION OF DRUG OR SUBSTANCE, RECTAL
T-00001	TOPOGRAPHY UNKNOWN
T-00002	TOPOGRAPHY NOT APPLICABLE
T-00003	TOPOGRAPHY NOT ASSIGNED IN SNOMED
T-00010	BODY AS A WHOLE
T-00020	TOPOGRAPHY, MULTIPLE SITES
T-00021	LESS THAN 10 PERCENT OF BODY SURFACE
T-00022	10 TO 19 PERCENT OF BODY SURFACE
T-00023	20 TO 29 PERCENT OF BODY SURFACE
T-00024	30 TO 39 PERCENT OF BODY SURFACE
T-00025	40 TO 49 PERCENT OF BODY SURFACE
T-00026	50 TO 59 PERCENT OF BODY SURFACE
T-00027	60 TO 69 PERCENT OF BODY SURFACE
T-00028	70 TO 79 PERCENT OF BODY SURFACE
T-00029	80 TO 89 PERCENT OF BODY SURFACE
T-00030	90 PERCENT OF BODY SURFACE OR MORE
T-00040	TOPOGRAPHY, ILL-DEFINED
T-00050	BODY TISSUE, NOS
T-00060	BODY ORGAN, NOS
T-00070	BODY FLUID, NOS
T-00100	SURGICAL MARGINS
T-00200	SUTURE LINE OF SKIN
T-00XX0	FEMALE, NOS
T-00XY0	MALE, NOS
T-00Y00	PSYCHE, NOS
T-01000	SKIN, NOS
T-01100	EPIDERMIS
T-01110	STRATUM CORNEUM
T-01200	DERMIS
T-01300	SKIN APPENDAGE, NOS
T-01310	SEBACEOUS GLANDS
T-01320	APOCRINE GLAND, NOS
T-01330	ECCRINE GLAND, NOS
T-01370	BRACHIAL GLAND
T-01380	ANTEBRACHIAL GLAND
T-01400	HAIR, NOS
T-01414	HAIR FOLLICLE
T-01520	EYEBROW
T-01530	EYELASHES
T-01539	HAIR OF FACE, NOS
T-01600	NAIL, NOS
T-01602	NAIL PLATE
T-01609	NAIL BED
T-01613	NAIL OF FINGER, NOS
T-01614	NAIL OF TOE, NOS
T-02100	SKIN OF HEAD, NOS
T-02102	SKIN OF SCALP, NOS
T-02104	SKIN OF FOREHEAD
T-02120	SKIN OF FACE, NOS
T-02121	SKIN OF CHEEK
T-02130	SKIN OF EYELID, NOS
T-02131	SKIN OF UPPER EYELID
T-02133	SKIN OF PERIORBITAL REGION
T-02140	SKIN OF NOSE, NOS
T-02150	SKIN OF LIP, NOS
T-02151	SKIN OF UPPER LIP
T-02152	SKIN OF LOWER LIP
T-02200	SKIN OF EXTERNAL EAR, NOS
T-02300	SKIN OF NECK, NOS
T-02302	SKIN OF ANTERIOR PORTION, NECK
T-02303	SKIN OF SUBMANDIBULAR AREA
T-02390	SKIN OF HEAD AND NECK, NOS
T-02400	SKIN OF TRUNK, NOS
T-02410	SKIN OF SHOULDER, NOS
T-02412	SKIN OF INTERSCAPULAR REGION, BACK
T-02420	SKIN OF AXILLA, NOS
T-02424	SKIN OF CHEST
T-02430	SKIN OF BREAST, NOS
T-02450	SKIN OF BACK, NOS
T-02460	SKIN OF FLANK, NOS
T-02464	SKIN OF COCCYGEAL REGION (TAIL)
T-02470	SKIN OF HIP, NOS
T-02471	SKIN OF BUTTOCK, NOS
T-02480	SKIN OF ABDOMEN, NOS
T-02487	SKIN OF INGUINAL REGION
T-02490	SKIN OF TAIL
T-02500	SKIN OF PERINEUM, NOS
T-02503	SKIN OF PUBIC AREA
T-02507	SKIN OF PERIANAL AREA
